Test Name	Expected	Status	Time
C7503_3000	Successfully entered value as "0000690020" in 'SearchName	PASS	6/29/2020 1:56:22 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 1:56:24 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 1:56:29 PM
C7503_3000	Navigated successfully and 0000690020  Value has been selected	PASS	6/29/2020 1:56:29 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 1:56:46 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 1:57:05 PM
C7503_3000	Successfully entered value as "3000300053" in 'SearchName	PASS	6/29/2020 1:57:05 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 1:57:06 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 1:57:12 PM
C7503_3000	Navigated successfully and 3000300053  Value has been selected	PASS	6/29/2020 1:57:12 PM
C7503_3000	Accounting - by Line Item details are filled	PASS	6/29/2020 1:57:12 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 1:57:22 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 1:57:41 PM
C7503_3000	Successfully entered value as "CAS1" in 'SearchName	PASS	6/29/2020 1:57:41 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 1:57:42 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 1:57:48 PM
C7503_3000	Navigated successfully and CAS1  Value has been selected	PASS	6/29/2020 1:57:48 PM
C7503_3000	Successfully entered value as "ARB" in 'Purchase Group	PASS	6/29/2020 1:57:50 PM
C7503_3000	Shipping - by Line Item details are filled	PASS	6/29/2020 1:57:52 PM
C7503_3000	Clicked on 'OK' button successfully	PASS	6/29/2020 1:57:55 PM
C7503_3000	Clicked on 'Submit' button successfully	PASS	6/29/2020 1:57:58 PM
C7503_3000	Requisition is submitted Successfully	PASS	6/29/2020 1:58:04 PM
C7503_3000	Clicked on 'View Requisition' button successfully	PASS	6/29/2020 1:58:14 PM
C7503_3000	Navigated to View Requisition Screen Successfully	PASS	6/29/2020 1:58:21 PM
C7503_3000	Approvers are available to Delete	PASS	6/29/2020 1:58:30 PM
C7503_3000	Clicked on 'Delete Approver --> OK' button successfully	PASS	6/29/2020 1:58:32 PM
C7503_3000	Clicked on 'Delete Approver --> OK' button successfully	PASS	6/29/2020 1:58:51 PM
C7503_3000	Clicked on 'Delete Approver --> OK' button successfully	PASS	6/29/2020 1:59:10 PM
C7503_3000	Clicked on 'Delete Approver --> OK' button successfully	PASS	6/29/2020 1:59:29 PM
C7503_3000	Clicked on 'Delete Approver --> OK' button successfully	PASS	6/29/2020 1:59:48 PM
C7503_3000	Approvers are not available to Delete	PASS	6/29/2020 2:00:05 PM
C7503_3000	Status is diaplayed as Status: Approved	PASS	6/29/2020 2:00:08 PM
C7503_3000	Requistion is diaplayed as REQ2032470	PASS	6/29/2020 2:00:08 PM
C7503_3000	Clicked on 'Search button' button successfully	PASS	6/29/2020 2:00:14 PM
C7503_3000	Successfully Clicked on Search Button in Ariba Page	PASS	6/29/2020 2:00:23 PM
C7503_3000	Clicked successfully on Purchase Orderfield	PASS	6/29/2020 2:00:24 PM
C7503_3000	Clicked successfully on Purchase Order	PASS	6/29/2020 2:00:24 PM
C7503_3000	Values are matched and the compared values are 'Purchase Order'	PASS	6/29/2020 2:00:26 PM
C7503_3000	Navigated to Purchase Order Screen Successfully	PASS	6/29/2020 2:00:26 PM
C7503_3000	PurchaseOrder ID is Generated as "4500015104"	PASS	6/29/2020 2:00:31 PM
C7503_3000	Payment Term ID is -DD05	PASS	6/29/2020 2:00:37 PM
C7503_3000	Clicked on 'UserLogout' button successfully	PASS	6/29/2020 2:00:41 PM
C7503_3000	Clicked on 'Logout' button successfully	PASS	6/29/2020 2:00:42 PM
C7503_3000	Successfully logged out from Ariba application	PASS	6/29/2020 2:00:52 PM
C7503_3000	<font face="Century Gothic" color="blue"><b> Ended PO Creation Steps</b></font>	PASS	6/29/2020 2:00:52 PM
C7503_3000	<font face="Century Gothic" color="blue"><b> Started Invoice Creation Steps</b></font>	PASS	6/29/2020 2:05:31 PM
C7503_3000	'Ariba Network Supplier' login screen launched successfully	PASS	6/29/2020 2:05:42 PM
C7503_3000	Successfully entered value as "us1_adsk@autodesk.com" in 'UserName	PASS	6/29/2020 2:05:42 PM
C7503_3000	Value successfully entered in 'Password' field	PASS	6/29/2020 2:05:44 PM
C7503_3000	Clicked on 'Login' button successfully	PASS	6/29/2020 2:05:45 PM
C7503_3000	User "us1_adsk@autodesk.com" should be able to log-in to the application	PASS	6/29/2020 2:05:57 PM
C7503_3000	Successfully entered value as "4500015104" in 'PO Number	PASS	6/29/2020 2:06:02 PM
C7503_3000	Clicked on 'Search' button successfully	PASS	6/29/2020 2:06:09 PM
C7503_3000	Search PO Number - 4500015104	PASS	6/29/2020 2:06:15 PM
C7503_3000	Action type is selected as Standard Invoice	FAIL	6/29/2020 2:06:17 PM
C7503_3000	Invoice Number is not generated	FAIL	6/29/2020 2:06:17 PM
C7503_3000	<font face="Century Gothic" color="blue"><b> Ended Invoice Creation Steps</b></font>	PASS	6/29/2020 2:06:17 PM
C7503_3000	<font face="Century Gothic" color="blue"><b> Started Credit Memo Creation Steps</b></font>	PASS	6/29/2020 2:06:17 PM
C7503_3000	<font face="Century Gothic" color="blue"><b> Ended Credit Memo Creation Steps</b></font>	PASS	6/29/2020 2:06:17 PM
